TR:mock:CellLine,TR:Input05,TR:statin_1uM,TR:statin_2uM,TR:statin_5uM,TR:statin_10uM,TR:LDPS,TR:05HC,TR:1HC,TR:02T09,TR:1T09,TR:02GW,TR:1GW,DA:ALL,DV:P14324,DV:P49327,DV:P53396,DV:Q01581,DV:Q13907,DV:Q15738,DV:Q9BWD1,DV:P48449,DV:P37268,DV:O95573,DV:P10515,DV:P53602,DV:Q9UBM7,DV:Q15392,DV:Q13085
1,0.5,0,0,0,0,0,0,0,0,0,1,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,1,0,48,0.333364292474207,0.633291194520422,0.387345816809798,0.272467203021859,0.436077376754423,0.496530968571954,0.663896873425513,0.407190696351585,0.32050320392009,0.760752700264966,0.357344391035828,0.471547074632531,0.229792372975249,0.447214842405359,0.792145262460115
1,0.5,0,0,0,0,0,0,0,0,0,1,0,48,0.247758531511868,0.575525777461098,0.270871304637095,0.228784266708637,0.276633134673063,0.44837713655578,0.547535394181647,0.378617979515603,0.23295137580098,0.560413508297607,0.325856670399293,0.378712189388235,0.25328207287258,0.594795978710822,0.790659472534186
1,0.5,0,0,0,0,0,0,0,0,0,1,0,48,0.221932202684158,0.409689475256855,0.221593963109839,0.200190254876728,0.316520061070595,0.462915824297004,0.49277258239837,0.341234821394507,0.233258575197889,0.580054252720508,0.338927383298371,0.337368301835969,0.260759157083029,0.584353513332215,0.712611862837692
1,0.5,0,0,0,0,0,0,0,1,0,0,0,48,0.353224047566051,0.742800009193923,0.306976214862866,0.367691851906715,0.295584006944068,0.551433560007352,0.418229469810631,0.276099917798812,0.134802487749717,0.861781522585057,0.36862376917046,0.581124844655855,0.292241500291756,0.760799491601719,0.674231727121692
1,0.5,0,0,0,0,0,0,0,1,0,0,0,48,0.343708915752171,0.721015009078999,0.385227302571106,0.27003462546175,0.410668754020352,0.639205109354898,0.654036886138708,0.402366145596687,0.427647945721824,0.838825334131079,0.35357101525813,0.525487459212597,0.376898815986764,1,0.849798067641885
1,0.5,0,0,0,0,0,0,0,1,0,0,0,48,0.270921840446196,0.708662973774335,0.320504066321752,0.298195587568163,0.325722500794383,0.457542731115604,0.566781696127838,0.409986230433863,0.253424425179043,0.668833476537723,0.345631441429547,0.389817382627168,0.245081876398768,0.580379886493023,0.800759726988699
1,0.5,0,0,0,0,0,1,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,1,0,0,0,0,0,48,0.25496293710437,0.31178844783598,0.273334734003904,0.180123920268857,0.333999193992141,0.357515162653924,0.564533985452441,0.275142638137883,0.14772125895213,0.553485714799836,0.308779496307308,0.356814633877574,0.193926300161758,0.594709480392243,0.4711564536792
1,0.5,0,0,0,0,0,1,0,0,0,0,0,48,0.204559320649694,0.31450571172455,0.226674895606271,0.170166554025904,0.231321930388821,0.288390001837897,0.464995704548933,0.236773412597939,0.123811534112326,0.356380092940399,0.282251768107721,0.311414351044096,0.164599998522753,0.374343539546502,0.558411804860715
