TR:mock:CellLine,TR:Input05,TR:statin_1uM,TR:statin_2uM,TR:statin_5uM,TR:statin_10uM,TR:LDPS,TR:05HC,TR:1HC,TR:02T09,TR:1T09,TR:02GW,TR:1GW,DA:ALL,DV:atorvastatin,DV:T090137,DV:GW3965,DV:HMG_CoA,DV:Mevalonate,DV:Acetyl_CoA,DV:Acetoacetyl_CoA,DV:hydroxy_atorvastatin,DV:Atorvastatin_Lactone,DV:hydroxy_GW3965
1,0.5,0,1,0,0,0,0,0,0,0,0,0,48,0.314547378560515,0.000666042388576303,0.000230719388604565,0.252076676196298,0.617221719289626,0.60426703894771,0.565318058378384,0.259841925431321,0.694816308863142,0.0171346433342027
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.000898172830946571,0.000518096762339075,0.000506938799928911,0.182084043989296,0.666320611825092,0.512556820665892,0.679190330317538,0.0742359349139603,0.16123022519099,0.0694512871897886
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00217448801733426,0.000441260269581254,0.000131481832487776,0.207661449961614,0.670068332820749,0.597498758869179,0.752570876031838,0.0353543818228543,0.0791171771414125,0.132441095040003
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00169574927193936,0.000578938349263483,7.14019573847071e-05,0.194176974625262,0.58749592123533,0.629486295710349,0.584173971606882,0.0816311046387362,0.203627483914948,0.188832795939632
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.000854121585227189,0.000953636611842489,0.000964307522334724,0.193081500803329,0.686906873143648,0.584143127026934,0.658549120580941,0.0513446851169256,0.126922330805795,0.0972896806859477
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.000633263164271846,0.0017908097148388,0.000613619699318276,0.209221939371024,0.667593963673791,0.591107056410571,0.899717218435863,0.05034312359622,0.0885056007535049,0.0378062346571592
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00154309484340781,0.000618940673304306,0.000395310258541947,0.268087798350688,0.57827659996385,0.661464082272989,0.729045207575265,0.0744947263548729,0.214405357630639,0.102537159502495
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,1,0,0,0,0,0,0,48,0.00171218250074173,0.000568215609278741,0.00050008175672075,0.258486143825522,0.576766123321106,0.655081406253295,0.504451942198385,0.0547107447209364,0.238933843967673,0.12414002831972
1,0.5,0,0,0,0,1,0,0,0,0,0,0,48,0.00125241695716947,0.000539658985719191,0.00198681893381853,0.273891361110698,0.5445200580852,0.66067769753907,0.612625950102194,0.0603302720076938,0.148988899828546,0.128940000032488
1,0.5,0,0,0,0,1,0,0,0,0,0,0,48,0.00332460060376342,0.000513830452639669,0.000693724153413142,0.21379361001114,0.732715757245275,0.549685150355883,0.467467128541732,0.116955983201621,0.406960926637839,0.215190321021558
1,0.5,1,0,0,0,1,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,0,0,0,1,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,1,0,0,0,1,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,1,0,1,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,1,0,1,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,1,0,1,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00157284470837219,0.000547289005838005,0.000101455348532662,0.237107738880293,0.645510968439863,0.560986421659147,0.671925616842845,0.0444659302973981,0.0604625990886386,0.0961024953664566
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00139117199514851,0.00157164787750743,0.000333806416125601,0.185681708029728,0.656660323990594,0.616481611997731,0.866098354636545,0.0525336554972778,0.0707350926500008,0.0789051176541805
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.00503367187871396,0.000821152781371373,1.16931186893288e-05,0.283487341322354,0.576295949168011,0.626626441814367,0.527578270025323,0.0901767034993778,0.207119991375363,0.0381300814426735
1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000898172830946571,0.000518096762339075,0.000506938799928911,0.182084043989296,0.666320611825092,0.512556820665892,0.679190330317538,0.0742359349139603,0.16123022519099,0.0694512871897886
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00217448801733426,0.000441260269581254,0.000131481832487776,0.207661449961614,0.670068332820749,0.597498758869179,0.752570876031838,0.0353543818228543,0.0791171771414125,0.132441095040003
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00169574927193936,0.000578938349263483,7.14019573847071e-05,0.194176974625262,0.58749592123533,0.629486295710349,0.584173971606882,0.0816311046387362,0.203627483914948,0.188832795939632
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000854121585227189,0.000953636611842489,0.000964307522334724,0.193081500803329,0.686906873143648,0.584143127026934,0.658549120580941,0.0513446851169256,0.126922330805795,0.0972896806859477
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000633263164271846,0.0017908097148388,0.000613619699318276,0.209221939371024,0.667593963673791,0.591107056410571,0.899717218435863,0.05034312359622,0.0885056007535049,0.0378062346571592
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00154309484340781,0.000618940673304306,0.000395310258541947,0.268087798350688,0.57827659996385,0.661464082272989,0.729045207575265,0.0744947263548729,0.214405357630639,0.102537159502495
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00157284470837219,0.000547289005838005,0.000101455348532662,0.237107738880293,0.645510968439863,0.560986421659147,0.671925616842845,0.0444659302973981,0.0604625990886386,0.0961024953664566
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00139117199514851,0.00157164787750743,0.000333806416125601,0.185681708029728,0.656660323990594,0.616481611997731,0.866098354636545,0.0525336554972778,0.0707350926500008,0.0789051176541805
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00503367187871396,0.000821152781371373,1.16931186893288e-05,0.283487341322354,0.576295949168011,0.626626441814367,0.527578270025323,0.0901767034993778,0.207119991375363,0.0381300814426735
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
