TR:mock:CellLine,TR:Input05,TR:statin_1uM,TR:statin_2uM,TR:statin_5uM,TR:statin_10uM,TR:LDPS,TR:05HC,TR:1HC,TR:02T09,TR:1T09,TR:02GW,TR:1GW,DA:ALL,DV:atorvastatin,DV:T090137,DV:GW3965,DV:HMG_CoA,DV:Mevalonate,DV:Acetyl_CoA,DV:Acetoacetyl_CoA,DV:hydroxy_atorvastatin,DV:Atorvastatin_Lactone,DV:hydroxy_GW3965
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000725170819384412,0.000496506938497372,0.000965837265348718,0.341341448120595,0.483256258617892,0.58363924339739,0.391036757484186,0.0295412310047057,0.0970520977769697,0.195254807310595
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000841914902940348,0.000261832569342795,1.6158178218142e-06,0.335830881571781,0.424234245535351,0.545470232265305,0.407526515042017,0.0660672790825306,0.0883409210066465,0.137920287640131
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00191474477825705,0.000583715504695351,0.000307871640406318,0.37544763906971,0.507504113018285,0.458197780236389,0.433696718666093,0.0357927941560568,0.0882472347004327,0.129515771434982
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000583405196982961,0.00061754446189252,0.00066721468611909,0.334690325537154,0.474318577074208,0.501183547038884,0.448693256858406,0.02520360256472,0.0369864019326745,0.118274880553358
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00128740296984665,0.000641217286304653,0.000349132379962671,0.436644607866885,0.445284092518613,0.488307880663041,0.332178496888408,0.0565365925477393,0.122779603914856,0.205807726600172
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000567493004667095,0.00574911716013776,0.000315795555312666,0.270720274236844,0.486691340526792,0.439041650416418,0.506903906112146,0.0246288219412964,0.0580678559654327,0.145475264151037
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.000683819754553243,0.000588178384541199,0.00054428334512835,0.294215913845721,0.51974384047435,0.52192535563013,0.352144110742002,0.0361543940034588,0.0739916927384013,0.12452494795457
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,0.00170958961853065,0.000112489186272434,0.000290601144510572,0.29754153823679,0.441065956051294,0.456422483607248,0.437926858995026,0.0764797167530939,0.154388957278703,0.192846254277377
1,0.5,0,0,0,0,0,0,0,0,0,0,0,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
